id,centrality,closeness,clustering
1512064169222287361,0.0,0.0,0.0
1488331283226894340,0.0,0.0,0.0
1510781717744914441,0.0,0.0,0.0
1483514600406540288,0.0001086610505225089,0.321805617292108,0.648582995951417
1479841992829980682,7.694249194378497e-05,0.3446858251526997,0.80639192269261
1502703436982276099,4.609003590520351e-05,0.32284036204224337,0.7292110874200426
1495188719002914822,0.0,0.0,0.0
1491336125117616135,5.961641169641661e-05,0.3274959140442259,0.472630173564753
1483771281636052995,0.0,0.0,0.0
1496166424372461573,0.0,0.0,0.0
1508416124463034372,0.0,0.31412213062862115,1.0
1514498755835351043,0.0,0.3072664410578427,1.0
1493762074828283904,5.695398619546484e-06,0.3069450843616438,0.6221335992023929
1492679954701721604,0.0,0.31255242062875666,1.0
1505808435736109057,0.0,0.24744324525684105,1.0
1511768207463432202,0.0,0.0,0.0
1482180754079690764,0.0,0.0,0.0
1496853691864866817,0.0,0.0,0.0
1492091108368826369,0.0,0.0,0.0
1491565447967293440,0.0,0.0,0.0
1494124456305909761,0.0,0.29337388686007165,1.0
1513100743061950470,1.3159539396155334e-07,0.3034057573451477,0.9703462195311288
1509600710798856193,0.0,0.0,0.0
1488563026517184513,0.0,0.0,0.0
1496979520259252224,0.0010975282354137499,0.3806192536527566,0.5760288991176246
1485545435301388288,0.0,0.22626778547119158,1.0
1482200934897917952,0.0,0.0,0.0
1498864447527567366,0.0011763933426808767,0.4252008691201641,0.3672582076526731
1488171563845361668,0.0,0.0,0.0
1496799586236747782,0.0,0.3574077188398344,1.0
1486730807855116290,0.0,0.0,0.0
1501860426342178816,0.0,0.0,0.0
1491439269025562625,0.0,0.0,0.0
1496854966371237891,0.0,0.2359509832167738,1.0
1498697599204970503,0.0,0.0,0.0
1511328069826625542,0.0,0.3400167007053946,1.0
1488854758869942274,0.0,0.3574077188398344,1.0
1489622030303604739,0.00021989580684947217,0.35044800207726945,0.41535974023381617
1479808865294299144,0.0,0.0,0.0
1487138455297613825,6.046618881693167e-05,0.33015986488536103,0.5427385229540919
1497310463251648519,2.7275165430840392e-05,0.33278040982252355,0.8269842043681748
1490326656338345987,1.748491570240022e-05,0.3327223684150373,0.9094099041217752
1496877620608311305,0.0,0.3574077188398344,1.0
1494109379192369154,0.0,0.2951669038074603,1.0
1491543709888008193,0.0,0.2869098660411515,1.0
1502701016348860422,4.609003590520351e-05,0.32284036204224337,0.7292110874200426
1503691487321772038,0.0,0.3188739990484941,1.0
1507343068466491400,0.0,0.0,0.0
1492608223781822470,7.748529565586492e-05,0.3243498596119385,0.8392332498630278
1483549776000045066,0.0,0.0,0.0
1491562604602478601,0.0,0.31662468038300684,1.0
1501554669847461896,0.0,0.29809574174663894,1.0
1511498949978382340,0.00011523652727514568,0.32713087529925683,0.5108519408466663
1507326523061293087,0.0,0.2945743822278592,1.0
1491897282337378313,0.0,0.0,0.0
1502698485048655874,0.00023933537202318068,0.37982353395870905,0.6352715761509337
1512817644252147712,0.00019436617399960047,0.3879336450040907,0.5824118401658849
1514006724797153285,0.0,0.3144068725682103,1.0
1514706353113243654,6.294250630304576e-05,0.3717555684122803,0.7325007433838835
1510896966632419328,0.0,0.2902493266348598,1.0
1491211511431409666,0.0,0.0,0.0
1483333363528347648,0.0,0.30522619188921857,1.0
1491079419397562380,1.3969218238021094e-05,0.31586450853673587,0.6475055187637969
1502245214546800641,0.0,0.3144846190747801,1.0
1504261264519925768,0.00011863759774308278,0.32562323108434177,0.8809666388262918
1488727656149495810,0.0,0.24707469230768245,1.0
1493517970047475718,0.0,0.309359231218295,1.0
1499671071729012740,6.893988489752605e-06,0.3063289762035514,0.6555194805194805
1514234205303095307,0.0,0.3206965956640525,1.0
1483152229867606023,0.0,0.0,0.0
1477571634806591489,0.0,0.29523542510370904,1.0
1508229345365606407,3.5198295720546274e-05,0.3286808579096513,0.5871195802264568
1498070479881613312,0.0,0.0,0.0
1478378211138490385,0.0012667449852459837,0.3763763834088224,0.3728970391898042
1481544065263050753,1.919390385962382e-05,0.32399179675740764,0.5958386321887805
1514750373323579396,0.0,0.0,0.0
1500790881695289347,7.279614216019586e-05,0.36538281925064475,0.8257028112449799
1514000461044531200,9.256156203694506e-05,0.32690664027206173,0.4095953002610966
1497604889756717061,0.0,0.0,0.0
1499937760383324163,0.0,0.3574077188398344,1.0
1483435275858628609,9.758365515014105e-05,0.33722179588255546,0.6645851818988465
1490837826602254341,0.00045860225042476996,0.36938013347034876,0.45633145639525496
1503094847200243718,0.0016015825150339923,0.4060154728759426,0.3654212645467051
1498236571316895745,0.0,0.3209123894873608,1.0
1497240469213958147,0.0,0.3188739990484941,1.0
1498565210629709824,0.00032143628813762035,0.3783920855514462,0.6388939073756992
1490074010201337873,0.0,0.0,0.0
1500464979702595590,0.0,0.29749141509670424,1.0
1496258526502658057,0.0,0.3150039133599102,1.0
1511083701198888966,0.00013047580063343231,0.34329021042066155,0.5493158804020227
1479800092886503426,0.00012676825205134413,0.3151079780818659,0.5440471131078866
1508129447265943555,0.0,0.2902493266348598,1.0
1507755722192392203,6.238742704597509e-05,0.32820020633249314,0.5890141909027141
1491234182588211202,0.0,0.2554450588253369,1.0
1497336875559927813,0.0,0.2358343057618514,1.0
1487791548276387841,0.00023686251161808184,0.3574077188398344,0.5325319574551132
1495261944416292867,0.0002096770756493214,0.31839500948136795,0.4424709416220452
1478461247179960320,0.0,0.0,0.0
1492320155178868736,0.0,0.309359231218295,1.0
1498065443050905604,0.0,0.0,0.0
1503193801438937089,0.0,0.3206965956640525,1.0
1477202997319028738,0.0,0.0,0.0
1486334768996356103,0.0,0.0,0.0
1510250707097726977,0.0,0.0,0.0
1501954920089632779,0.0,0.3188739990484941,1.0
1498067950863065092,0.00011483586086440567,0.3319119094054139,0.7777709338534716
1497062127953195012,0.0,0.3574077188398344,1.0
1491224086135156739,0.0,0.29985282919013145,1.0
1491614829068574724,0.0,0.0,0.0
1509025157364465667,0.00016223167886762535,0.33947214152640204,0.6143018074484123
1501914535506198532,8.748029994616763e-05,0.3593940654309752,0.9610169001382729
1478411030011289603,0.0,0.29809574174663894,1.0
1501647023547768834,0.0,0.32107442553355486,1.0
1490048856561700866,0.0002094906735382921,0.3311628676864189,0.9638081042875478
1504157076444094467,0.0,0.0,0.0
1493940767039148042,0.0,0.2902493266348598,1.0
1484261987999756297,0.0,0.3144846190747801,1.0
1508242387411378177,0.0,0.0,0.0
1501274058192830467,0.0001821674977956546,0.31956842269999436,0.7839435907164991
1488044424999358465,0.0,0.0,0.0
1479377308242878466,4.2815215612646365e-05,0.3262915760382479,0.6373375437131374
1504836288012238876,0.0,0.0,0.0
1479079065592160264,0.0,0.2951669038074603,1.0
1483882125338284034,0.0,0.0,0.0
1496160425318170628,0.0001351910425754044,0.37734421903028703,0.6561244230542111
1494461707237957635,0.0,0.29441526341656243,1.0
1477677348959006728,0.0,0.279020579100134,1.0
1494642873869996057,0.0,0.0,0.0
1498284375506665480,0.0,0.0,0.0
1480217824043937795,0.00040690319323541336,0.394797951015649,0.5287158729503119
1499338809942630401,0.0,0.0,0.0
1489872929156472835,0.0,0.3188739990484941,1.0
1508604872752603141,0.00039999849115463567,0.3183684411394553,0.9335729190818456
1509085554809487360,0.0,0.0,0.0
1512641970048585729,3.3310440712615034e-05,0.31599531212648935,0.726568144499179
1506982953921961985,0.0,0.0,0.0
1482158107119820800,9.153227850085351e-05,0.2909354429323801,0.6236119228521333
1484178969188466691,0.0,0.29809574174663894,1.0
1487084772866334720,0.0,0.0,0.0
1496171709682040834,0.0,0.3188739990484941,1.0
1491105812839809026,5.961641169641661e-05,0.3274959140442259,0.472630173564753
1482896826328043520,0.0,0.0,0.0
1488663599090388993,0.00012149599041945581,0.3348246949201608,0.3950530035335689
1495161755982614528,9.995813243110805e-06,0.3215886209217155,0.943292815281094
1496409563532308485,0.00011889382639453164,0.3755613149537585,0.6724745968459277
1500256118152564737,0.0,0.3574077188398344,1.0
1512862926033633282,0.0,0.0,0.0
1502771994043031553,1.3380897058256206e-05,0.3213989890165304,0.9254412740544128
1491391456564727813,1.101503913147608e-05,0.315603225958742,0.8927934810287751
1514684925638856707,0.00012472467433051866,0.36506816559326694,0.8372460271496028
1509532240358875140,0.00017192248598779227,0.36343373962804654,0.8705588123063851
1486783616642392064,0.0,0.0,0.0
1495518022181740551,0.0,0.29191487365074464,1.0
1481087302277476352,3.515934984292317e-05,0.37009675027793504,0.7556745637929974
1506792950247927811,0.0,0.0,0.0
1497008471958507529,0.0,0.3574077188398344,1.0
1486677910610132995,0.0,0.2150085882567051,1.0
1507809647947833347,0.0,0.3400167007053946,1.0
1504222961779331081,0.0004162505462431217,0.3919588451423086,0.5226563404529506
1498946224292077570,0.0,0.0,0.0
1508737990767558660,7.258908151202247e-05,0.3403503477801278,0.6485742238766793
1488784292490760194,0.0,0.23557220292758907,1.0
1487208890982883332,0.0,0.3188739990484941,1.0
1477760365694005249,0.0,0.0,0.0
1499092182338351109,0.0,0.3574077188398344,1.0
1491494636472389635,0.0,0.0,0.0
1488192865255792650,0.0,0.0,0.0
1505763397530529796,0.0,0.0,0.0
1504804904044531714,0.0,0.0,0.0
1492045783780179976,0.0,0.2621317347038978,1.0
1509191281599291395,0.0,0.0,0.0
1485009407142473730,0.00011877094577851805,0.31812952544111,0.5542941633461144
1492874974398500864,0.0,0.0,0.0
1487084762560966657,0.0001755886665136269,0.37200930173705465,0.6943743888378067
1487802806639734784,0.0,0.0,0.0
1497251308927164421,0.0,0.0,0.0
1484209143435173891,2.9815587329826414e-05,0.34138577296127703,0.9099716648296619
1489259927340138501,0.0,0.2469787285483708,1.0
1477082218719756293,0.0,0.0,0.0
1492213127517286402,0.0,0.0,0.0
1509576441436020748,0.0,0.0,0.0
1507009380046163968,0.0,0.3574077188398344,1.0
1503513864113111043,0.0,0.31815605392054974,1.0
1515327923380760577,0.0,0.0,0.0
1504865248494424101,8.328616320196178e-05,0.3308469821900132,0.5845143243987174
1484992717948084234,8.307030282301489e-05,0.34412621977227675,0.5504306485579894
1483532239988310018,1.9122672912541865e-05,0.3107450235066975,0.7675796425796426
1510326221644738565,0.0,0.30013588724160106,1.0
1494300862914695168,0.0,0.0,0.0
1508057525144506370,0.0,0.29441526341656243,1.0
1513846917687611397,0.0,0.0,0.0
1512938422306054149,0.0,0.0,0.0
1483814019823767552,3.3993753232087154e-05,0.32707478770812104,0.593607958898093
1500894093928501251,0.0,0.0,0.0
1499001604124684292,0.0,0.0,0.0
1489941892288634884,3.515934984292317e-05,0.37009675027793504,0.7556745637929974
1499645845557465089,0.0,0.0,0.0
1492672395588554753,0.0,0.0,0.0
1489224822538309641,0.0,0.0,0.0
1486417427781103632,0.0,0.0,0.0
1499536376043343874,0.0,0.0,0.0
