node_id,distance
1477389192552460294,1
1477389445871685639,1
1477389579955191811,1
1477389723949838347,1
1477389963008393221,1
1477850969618759685,1
1478093871695515650,1
1478799747267895310,1
1479387355018522627,1
1479445249529466881,1
1480328615569108997,1
1480424667244638210,1
1480653391596556289,1
1481259552607768577,1
1481347793998524421,1
1482087675981144068,1
1483023848954122240,1
1483741059930898432,1
1484095628774985728,1
1484147467411148803,1
1484231790927790085,1
1484639503558258688,1
1484883566089617410,1
1484903765723516928,1
1484996820422037504,1
1485241424232730628,1
1485257269378007040,1
1485628531983929359,1
1485631420320124929,1
1485646191195004929,1
1485683074822197250,1
1485722089923489801,1
1485824803093295104,1
1486052031215423497,1
1486067628573609988,1
1486073939294146564,1
1486077694601269254,1
1486202269364367362,1
1486674111329931268,1
1486689230952742916,1
1486703061838057473,1
1486851536458326023,1
1486861597003952129,1
1486972352026095622,1
1487002562863804419,1
1487009272630329354,1
1487055390256861185,1
1487084753832620036,1
1487084756525322242,1
1487084757771030529,1
1487084759369011203,1
1487084761025851406,1
1487084766109343750,1
1487084768743522313,1
1487084770261716995,1
1487084771574489089,1
1487473132961210381,1
1487534797496926208,1
1488059509356572673,1
1488391689911914498,1
1488399294365241346,1
1488467220510478337,1
1488497423714598912,1
1488527621763829763,1
1488598054752108547,1
1488769171743719424,1
1488848456798064647,1
1488973052889157632,1
1489199246653931520,1
1489214620795604992,1
1489337942329991170,1
1489607212993503233,1
1489724225518772225,1
1489988454700175361,1
1490007364719755272,1
1490300515741323266,1
1490379787596087296,1
1490445239978504201,1
1490633445122392065,1
1490659135817494536,1
1490754760223375362,1
1490795034844798980,1
1491051712412631044,1
1491245485918728196,1
1491404045638115333,1
1491438009367109635,1
1491444307122925575,1
1491505990570815491,1
1491853751543640067,1
1492136408475222016,1
1492723978158637057,1
1492840996870279170,1
1492901411562082304,1
1493555733731893253,1
1494864321930833930,1
1495373033107771394,1
1495395338500329472,1
1495548895245570057,1
1495718713932324876,1
1496424654290006016,1
1496456074190364675,1
1496511438759813128,1
1496540392329822210,1
1496765771506401280,1
1496857305748582404,1
1497120891632824322,1
1497171785657331714,1
1497236221076152340,1
1497312967821516801,1
1497320521746239488,1
1498255630863323137,1
1498270007243034626,1
1498281874787082240,1
1498754976222527489,1
1498812845529645056,1
1498870742053752834,1
1498885837169307648,1
1498961348658667521,1
1499014185413402626,1
1499134760962121729,1
1499323756245831682,1
1499350137310691332,1
1499560278882758657,1
1499650868471541760,1
1500252320591978497,1
1500853814013960199,1
1501214923170398218,1
1501267524662538240,1
1501320623884161030,1
1501528278305284100,1
1501630210374090759,1
1502056754200424458,1
1502298558510288901,1
1502411559913541633,1
1502630559188766735,1
1502763885530648576,1
1502831840503156737,1
1503279787476987906,1
1503309971265626112,1
1503317279571861508,1
1503611991071629313,1
1503712640832573440,1
1503851041305026571,1
1503939127729078273,1
1504072538313342978,1
1504407769637654534,1
1504445219378499587,1
1504476434043002899,1
1504553165647228929,1
1504598497051435012,1
1504684051915026433,1
1504819983003566087,1
1504846417063460916,1
1504970996369043461,1
1505143316408582155,1
1505208190828490755,1
1505675560525217799,1
1505831640265895939,1
1505897028391481344,1
1505918429127229440,1
1505937342489665538,1
1506126069300174848,1
1506201535931367424,1
1506622314707890178,1
1506687227740495872,1
1506732542325628928,1
1506823137614344192,1
1506875133264379905,1
1506938916536004616,1
1507834799209209860,1
1508116671021649921,1
1508323025162317826,1
1508539456239906826,1
1509139647082942474,1
1509519648831770634,1
1509587638969319424,1
1509872452674936837,1
1510260786945568769,1
1510390388368019461,1
1510849652668653571,1
1510893696069349378,1
1510931456159277061,1
1510973736371040256,1
1511010767616847883,1
1511018282756759563,1
1511433545109151746,1
1511745580518805506,1
1512092195574190081,1
1512123064741474310,1
1512258962036604928,1
1512474117844385797,1
1512596176649994245,1
1512656572765380610,1
1512786724920995841,1
1512928806050451461,1
1513524799074619394,1
1513539924833849350,1
1513693407905996803,1
1513870515919851520,1
1513877761680678921,1
1513878711015194631,1
1513895842373160964,1
1513902796554256386,1
1513913546106621953,1
1513919260262817798,1
1513929097910571012,1
1513938019820126212,1
1513946322700836870,1
1513962697452359681,1
1513979530746212362,1
1513989115003523075,1
1514036678121426952,1
1514505765263974403,1
1514644696882110466,1
1515054878493663241,1
1477299847019511811,1
1477314941682073609,1
1477359313933021190,1
1477488588828942337,1
1478071426573869061,1
1478189455135719428,1
1478712965444550660,1
1478876495988805633,1
1479090459695886336,1
1479143260069240835,1
1479243904360792065,1
1479279144269660160,1
1479483003306975238,1
1479515703455666178,1
1479879078744412160,1
1479927163436548100,1
1479987558658592769,1
1480047945567416324,1
1480253051667681280,1
1480313476522332163,1
1480356245500530689,1
1480409086613147652,1
1480581722706268164,1
1480590289114996739,1
1480894804267577344,1
1481284874761908232,1
1481370449372225537,1
1481747926103859202,1
1481818380583817217,1
1481929118933467136,1
1482098969115340802,1
1482148043554275331,1
1482155598573875201,1
1482714317229338629,1
1482926930877890563,1
1483257874834989061,1
1483280253380403206,1
1483431521109393408,1
1483465552618303493,1
1483637862742564864,1
1483675598748893186,1
1484281168514142211,1
1484971653432029191,1
1485221056449294339,1
1485390646118658048,1
1485637302009438210,1
1485715560600158214,1
1485804640042201097,1
1486052522259271683,1
1486128138048487431,1
1486484119446081537,1
1486559626212610049,1
1486566636614307842,1
1486662797203288071,1
1487176174321250307,1
1487221477560791047,1
1487404161163575296,1
1487483663658930176,1
1487795255562936320,1
1487858169825177612,1
1487938708099764230,1
1488127453772103682,1
1488275937808560134,1
1488712540272140288,1
1488969245870407681,1
1489096321000685571,1
1489527928111128580,1
1489828149793800193,1
1490096073133772807,1
1490645284447305730,1
1491046680992661511,1
1491069841708666881,1
1491240748687183874,1
1491465689416282126,1
1491536181762437127,1
1491557539074478080,1
1491623478021308416,1
1491801655712514056,1
1492540261716705284,1
1492557901793304581,1
1492619584083529734,1
1492649792194990083,1
1492846032744550405,1
1492897626219761665,1
1493163129462792195,1
1493299088846110720,1
1493532569199067136,1
1493601085583470617,1
1493671830867095555,1
1494061560200892424,1
1494427704296415237,1
1494782555685634051,1
1494824115106205696,1
1494879428085755907,1
1495982951443619840,1
1496140235738173451,1
1496141445463433226,1
1496141637944324101,1
1496141845944053763,1
1496142112081039369,1
1496142814584967175,1
1496143260632375311,1
1496143318832529423,1
1496143419445493762,1
1496143524001107979,1
1496313880330608641,1
1496549187370074118,1
1496974373542105093,1
1496976513421520900,1
1497224920790614018,1
1499042610958196739,1
1499372804566773763,1
1499595533593284609,1
1500863911905710081,1
1501327417536757768,1
1501467867228819456,1
1501944700705525760,1
1502081885534670849,1
1503039931748397073,1
1503121705476272136,1
1503411905687400450,1
1503538994398834690,1
1503574233124904960,1
1504088861286309893,1
1504136734728151040,1
1504548166070325248,1
1504641526642712580,1
1504869019475755014,1
1505202456833273862,1
1505258777532116996,1
1505277954959585284,1
1505383639151960068,1
1505610141810503685,1
1505685630164127748,1
1505690672552153090,1
1505823791263404033,1
1506053061818695681,1
1506163817146855429,1
1506284653791035409,1
1506392801856077826,1
1506460749958426624,1
1506580286351544323,1
1506626324210802693,1
1507084901945905170,1
1507169170407915537,1
1507333731903852560,1
1507474921601081347,1
1507532964795670531,1
1507826804920356868,1
1507826938538254336,1
1507864998785265664,1
1507898974585430022,1
1508076394017918976,1
1508251319269793795,1
1508296591064674307,1
1508338153094008836,1
1508420906250649609,1
1508424688153903110,1
1508466492681166850,1
1508471490571907073,1
1508479042994978826,1
1508534316153856009,1
1508584748058390528,1
1508594301953056781,1
1508623163533447173,1
1508692952071258112,1
1508900636963844103,1
1508911952252309509,1
1508961134589657097,1
1509013817119944709,1
1510102744023154690,1
1510371511412178944,1
1510739815897178121,1
1510769157108899840,1
1510832051427196928,1
1510913325487595522,1
1511030855761866761,1
1511045954195148804,1
1511166751094054915,1
1511782311523667973,1
1511876432091357185,1
1511977142858493952,1
1512120550558257161,1
1512382252994506760,1
1512621342859923456,1
1513255513018048514,1
1513315918646059019,1
1513495849938079751,1
1513607214090620939,1
1513607217534185476,1
1513607219190935555,1
1513607220440801282,1
1513607223255216138,1
1513607224798625800,1
1513607228389040133,1
1513607231916453890,1
1513607235620032516,1
1513607240263127040,1
1513874551578443786,1
1513992186613932034,1
1514254591906492422,1
1514347741006245888,1
1514625303854739464,1
1515365660276178961,1
1515418513959174155,1
1477119930696880129,1
1477141301841833989,1
1477428194428997640,1
1477473496754229250,1
1477794350952296449,1
1477803165567356941,1
1477998194760069127,1
1478018391126552577,1
1478346738016698373,1
1478368147782705154,1
1478456234625974273,1
1478483903639953412,1
1478558158020829186,1
1479086628765327370,1
1479150859212701696,1
1479164237259976705,1
1479851656657481735,1
1479894447865442314,1
1479942247927975937,1
1480222904658939907,1
1480597823569731590,1
1480761401236930561,1
1480896049678069764,1
1480903605758709770,1
1480967756434624514,1
1481018349534523396,1
1481665661139140616,1
1482117874877620226,1
1482213468442927110,1
1482354391592181765,1
1482709254805106694,1
1482970968826032131,1
1483057788871917569,1
1484129845890142214,1
1484227769433272324,1
1484307260805287936,1
1484601717022932993,1
1484752707860709383,1
1485351650273665026,1
1485683859232546822,1
1485877633313394692,1
1486066435730386949,1
1486398580004995075,1
1486466530384793604,1
1486616975417741317,1
1486846513796034560,1
1486927074992476163,1
1487198839748579331,1
1487382523256709126,1
1487400160615452673,1
1487488225849614337,1
1487576309383503874,1
1487602734643752963,1
1487780406539730944,1
1487830478405222402,1
1488245715876954112,1
1488250764527030283,1
1488588066616922122,1
1488633822279352323,1
1488735199194136577,1
1488739009903931399,1
1488834603989229571,1
1488852256296480770,1
1488908024068648964,1
1488915381985099777,1
1488927742586462209,1
1489003210064990211,1
1489040966656958464,1
1489041387349700609,1
1489041639255339012,1
1489041907565031426,1
1489042422948499456,1
1489229755941629957,1
1489244559108362244,1
1489441128072065026,1
1489587063187984391,1
1489842245335461888,1
1489994745279660032,1
1490113025654861824,1
1490193559894564866,1
1490389843758698501,1
1490465352060485638,1
1490792542027268101,1
1490797533987229698,1
1491003906180227076,1
1491068076095385602,1
1491139796802347008,1
1491147335895711744,1
1491188872365158401,1
1491470719238258690,1
1491891005582454788,1
1492528976706916354,1
1492630867965104136,1
1492634651969605637,1
1492826150468521985,1
1492862389951344644,1
1492880176417488898,1
1492885509869379587,1
1492925329916186633,1
1493741422813532160,1
1493782211270639621,1
1494298097689763841,1
1494408836383494149,1
1494421676561518594,1
1494497801299968000,1
1494650460489359362,1
1494699489952739332,1
1494727677298761735,1
1494733479099174914,1
1494756162142674948,1
1494869384040493057,1
1495072626607280131,1
1495221931808858115,1
1495522729038069763,1
1495594136887508993,1
1495933907316969473,1
1495949003506307074,1
1495993766456483847,1
1496175487936253957,1
1496318917236645894,1
1496403670640037888,1
1496871048561758212,1
1496925414178054165,1
1497243762451521565,1
1497626866064187396,1
1497661070533607429,1
1497723173189656585,1
1498289436785889287,1
1498851598122037252,1
1498865712475033601,1
1498911766658568193,1
1498999107335200775,1
1499059038721556483,1
1499137498752200711,1
1499331272052813825,1
1499693665400332291,1
1499927716031832067,1
1500867808019820544,1
1500901619621408775,1
1501035006344540164,1
1501199017199509504,1
1501291682951843842,1
1501297208716525569,1
1501321894892642311,1
1501358364571234305,1
1501387325804355589,1
1501627481777786882,1
1502051714635116557,1
1502396468254101508,1
1502678328117014534,1
1502701272448876559,1
1502701748078718983,1
1502702424359948295,1
1502702880045867010,1
1502703132559687687,1
1503001409192607761,1
1503045759075246087,1
1503109935793590272,1
1503110914538676225,1
1503111052246097921,1
1503111172370976776,1
1503155876617764871,1
1503325097356152832,1
1503362855009202177,1
1503381455602388994,1
1503445905038626822,1
1503892575438221315,1
1504208461852205063,1
1504221081024053251,1
1504280120013557761,1
1504382112018931716,1
1504412263398191109,1
1504492779946360837,1
1504563290801848322,1
1504891682604658691,1
1504913056836763648,1
1505285490840330247,1
1505398734938677249,1
1505549771813146624,1
1505816534425509888,1
1506035495364698113,1
1506334391869579265,1
1506417978807627784,1
1506455793159266308,1
1506606086220042245,1
1506707413688274952,1
1506722476621021185,1
1506881016388018178,1
1506979232097910792,1
1507073553983844360,1
1507081434338668547,1
1507401989554155524,1
1507462406707896320,1
1507563750584369158,1
1507699320841195528,1
1507764299091034120,1
1507839827550556168,1
1508071357506109444,1
1508151218325139464,1
1508436322238832648,1
1508491628725555207,1
1508579745147019272,1
1508670308244684801,1
1508685415720620037,1
1508730752804044802,1
1508760915277230084,1
1508893040135618573,1
1508992431282401289,1
1509349800642330626,1
1509400108043014144,1
1509681995525328901,1
1509865715708448790,1
1509938403718139906,1
1509938663861460999,1
1509942452605669377,1
1510035581212016656,1
1511033408385921025,1
1511129899230240777,1
1511146628987633665,1
1511187716595138562,1
1511194436797181954,1
1511297881071890436,1
1511757105803546627,1
1511921475426603011,1
1511931813664641027,1
1512732059810385922,1
1514053282976735235,1
1514053590762999810,1
1514053878223818758,1
1514054207237615616,1
1514054522536038403,1
1514279772515442694,1
1514279777112317973,1
1514279781365338117,1
1514279785341595652,1
1514279836025593858,1
1514279839322320901,1
1514306187185078280,1
1515185759753543682,1
1477435496276140036,1
1477835880916267013,1
1478546813921726465,1
1478852591467601925,1
1479957362769379329,1
1480063047158968321,1
1480753858599079937,1
1481091065935446019,1
1481337697302196224,1
1482740686894075904,1
1487104481875709953,1
1488931502570319880,1
1490664177110855683,1
1490681037457928197,1
1491042228713762817,1
1491049738044649481,1
1491050363528499200,1
1491050518655168513,1
1491084433465782281,1
1491086963713191942,1
1491094504627224576,1
1491113623133073410,1
1491479587754287106,1
1492161528837156869,1
1492215662776836105,1
1494748626060554240,1
1495488453911498755,1
1495616800880476163,1
1498984007563943943,1
1499228079532744712,1
1507826562682531846,1
1508235281354350602,1
1508597077210771457,1
1508715633151725569,1
1509852093439426565,1
1509980182718951425,1
1510180269411741698,1
1510503632415961088,1
1513972744731471888,1
1477344891042770949,1
1477393761416417280,1
1477696213734539280,1
1477707533959761925,1
1477888713715851267,1
1477949106739892226,1
1477983109433933826,1
1478106427336105987,1
1478207100417363971,1
1478603212814966787,1
1478644976301101058,1
1478690276227137540,1
1478819470424563716,1
1479566028837425153,1
1479623906114019329,1
1479679316682280961,1
1479875560419565573,1
1479901514525298690,1
1479920871485677577,1
1480643120052281347,1
1480693455533842434,1
1480736271433703427,1
1480746295589580802,1
1480851035778387972,1
1480992936611430409,1
1481009754591924231,1
1481049564471861250,1
1481204348990468100,1
1481234550298656771,1
1481966896119525380,1
1482140537717198853,1
1482699173006921733,1
1482986063396327425,1
1483031414073348099,1
1483065351692824582,1
1483126994812424196,1
1483155945572216833,1
1483174815401922561,1
1483197571728396288,1
1483506997014188038,1
1483579975336923137,1
1483709227784937472,1
1483756169730613249,1
1483763177338937347,1
1484419176001323011,1
1484926353682182148,1
1484991275287908364,1
1485301332579864589,1
1485622172374683650,1
1485711540439425033,1
1486033644959502341,1
1486104140988227589,1
1486149403144511488,1
1486711889627435009,1
1486712838722756609,1
1486713788514537484,1
1486714065409888258,1
1487104632690200586,1
1487156024565977088,1
1488230576364703749,1
1489803490000056320,1
1489954982988296198,1
1490022426838806543,1
1490058910115500045,1
1490384839308099588,1
1490487989604077568,1
1490734620509356035,1
1491328555908841482,1
1491388972265791488,1
1491902346649088001,1
1492133630424104961,1
1492408160400859136,1
1492596896334061568,1
1493453805169565696,1
1494305674494365703,1
1494318277669105664,1
1494378661713256460,1
1495083271771803653,1
1495423269897490437,1
1495511119322095623,1
1495797231668142081,1
1496100003819016196,1
1498269270530211843,1
1498383803240304641,1
1498783908816723968,1
1498799022429155331,1
1498873260058058754,1
1498874522866532354,1
1498888365801885696,1
1498893396643139585,1
1498906452471201793,1
1499384169163538439,1
1500229750794694662,1
1501362198949543941,1
1502079380440371200,1
1502882164437921793,1
1503079726235242502,1
1503566680244555782,1
1504065061123416068,1
1504193309970948102,1
1505204992159932420,1
1505584976196218880,1
1505662985326448650,1
1505884476638912512,1
1506385272992415744,1
1506397843279462402,1
1506624322458300424,1
1507398176927629324,1
1508159277713825802,1
1508228649664847878,1
1508564663021314052,1
1509382488921157632,1
1509984004132548611,1
1510084632922013696,1
1510624424462110731,1
1511048477857492992,1
1511316489386799107,1
1511516585621692418,1
1511607914187870211,1
1511690224031739910,1
1513342340173385734,1
1513966460418285576,1
1514025590646583302,1
1514239493766848513,1
1514362836759232530,1
1515135396706934785,1
1515208438338539524,1
1477172830425034753,1
1477233193380192256,1
1477330048847949828,1
1477387658741616647,1
1477601846885855235,1
1477632030619934720,1
1477766663760142337,1
1478086279220891656,1
1478443632013291530,1
1478543045809389569,1
1479014926777823236,1
1479060235947954180,1
1479075343147409410,1
1479105574247669764,1
1479347099426865153,1
1479426365757796357,1
1479827750953394177,1
1479854383848374279,1
1480483322564333570,1
1480585287570919426,1
1480585421541232648,1
1480698491378806784,1
1480706056036757506,1
1480728704544395274,1
1480898556064063489,1
1481366639459409933,1
1481385603367604224,1
1481433332789436417,1
1481873742087299076,1
1482178234561269761,1
1482876587284574213,1
1482906797891538947,1
1484137407628853249,1
1484322394810376194,1
1484944731075489798,1
1485854994591014915,1
1486130540675801091,1
1486315540964679684,1
1486708136006365184,1
1486806282384420878,1
1486957261553553410,1
1487289418276818945,1
1487595180043780104,1
1488116117151395841,1
1488124922408878081,1
1488549236589355013,1
1488743012452732928,1
1488946590236741633,1
1489051026187558914,1
1489317782831443972,1
1489343044545662979,1
1489564419566751748,1
1489721041320652808,1
1489768255367651330,1
1490520730504732674,1
1490676727068205057,1
1491007666315055108,1
1491115886488473600,1
1491396504627646468,1
1491400265982959622,1
1491563298550071297,1
1491585169022664706,1
1491585174508818432,1
1491585181081382914,1
1491585187691520001,1
1491585190120116226,1
1491594566805463043,1
1491607405498617861,1
1491608935421329411,1
1491736240110063617,1
1491762661796855814,1
1491819312356675587,1
1492438379862142978,1
1492585574443720710,1
1493584838410002433,1
1494257872104042499,1
1494767444753276931,1
1495420520929636354,1
1495831695739789327,1
1496620955552174081,1
1498122810757160964,1
1498355560986681344,1
1498625365488640000,1
1498722258214342662,1
1498766545480261634,1
1499583075944124428,1
1500324099100450816,1
1500629820652371970,1
1500697781505245185,1
1500813863301885953,1
1500896413005320194,1
1501105487181500416,1
1501138644387733509,1
1501145223371505667,1
1501400586679242757,1
1501440786793365506,1
1501602484363669508,1
1501638981104058370,1
1501724609107927044,1
1501830240905175041,1
1502085672219332620,1
1502401507651637255,1
1502504669561696259,1
1502658185022296064,1
1502692173984284679,1
1502751754764627990,1
1502894612284952577,1
1503094700634525707,1
1503094945799880712,1
1503095077085843458,1
1503095204127121409,1
1503095321550807044,1
1503095548978634762,1
1503095632411729925,1
1503123756738355203,1
1503167870762631169,1
1503525153988304897,1
1503790657340690444,1
1503863629569011717,1
1503916488062816259,1
1503921539523264512,1
1503989485494755332,1
1504429863607930883,1
1504457596564082690,1
1506892043595001856,1
1506911725215440896,1
1506914383426957313,1
1506927119695290370,1
1506941848526462978,1
1506974114887655430,1
1507040815809499141,1
1507281146492731448,1
1508476529214435334,1
1508642616203751426,1
1508647677562601477,1
1508783371685617665,1
1508783805049548810,1
1508797395265536019,1
1508825080876392448,1
1508843994389880853,1
1508929512993656836,1
1508947148121026560,1
1509106092101574657,1
1509168706152243205,1
1509195025011380228,1
1509286859599486985,1
1509299459796221953,1
1509354822503481346,1
1509374952306315269,1
1509440408060899330,1
1509493266680582149,1
1509568817269293061,1
1510311132166250504,1
1510745234820538376,1
1510946312916721669,1
1511514050517164040,1
1511650196593291265,1
1511685177134702592,1
1512221187153215489,1
1512304241720836100,1
1512701903871823874,1
1513964444354846726,1
1514287365283528709,1
1514716447745974286,1
1514876231073816578,1
1514887275301249025,1
1514936598936313861,1
1515158046246330372,1
1515215970884800515,1
1515388307936624651,1
1477362127652495367,1
1477365392725135361,1
1477458393908588547,1
1477722618824466438,1
1477808193652858884,1
1478038471575019522,1
1478200769887277056,1
1478388311500767233,1
1478418611782000646,1
1478512848011681797,1
1478520406424313861,1
1478807029313642504,1
1478894148744851457,1
1479951101726187522,1
1480668297418842112,1
1481683743760961536,1
1482163163617546240,1
1482195858812805121,1
1482684079782912007,1
1482798582491197440,1
1483122010389680130,1
1483710838326317059,1
1483839222591238155,1
1484370218868621317,1
1484377729126469637,1
1485051931705978888,1
1485059479918067715,1
1485251098373984258,1
1485754308633243649,1
1487100698839900166,1
1487118294800871433,1
1487158561763377156,1
1487259223301967872,1
1487903465657585665,1
1488372812842782721,1
1488799427171168259,1
1488881160637845505,1
1489086275667828738,1
1489622486337699848,1
1489622681347629057,1
1489622800243605505,1
1489623067458420741,1
1489623313458606080,1
1489623577397800968,1
1489623725351878671,1
1489624499301589001,1
1489624805485821952,1
1489660081620885514,1
1489720443376394243,1
1489982167233048578,1
1489984706611396615,1
1490427595653095424,1
1490448980471390210,1
1490498074610909185,1
1490691846691033092,1
1490720803519975425,1
1490724571359723525,1
1491816758172389376,1
1492578035123601412,1
1493193369333424133,1
1493260202455543811,1
1493306604556636167,1
1493431152304181256,1
1494189940267175936,1
1494627781396860939,1
1495055598202851330,1
1495473395332485123,1
1495721980099768326,1
1496658684356792326,1
1497175810184302593,1
1497302902108524551,1
1497543234582679555,1
1498080518386106372,1
1498161080140500998,1
1498481934355288071,1
1498713447827226628,1
1498791477631234048,1
1498968881423126530,1
1499010151466033155,1
1499542686394732544,1
1500912954606243840,1
1501047563272826881,1
1502363756147490830,1
1503090546772000777,1
1503180641675919362,1
1503187739151372290,1
1503196634309709827,1
1503342700376035350,1
1504555702534250497,1
1505627743496638465,1
1505688178585485314,1
1506347484322447365,1
1506684738093961218,1
1507266071375581184,1
1507422082942001161,1
1509010048927899651,1
1509655578209132551,1
1510689408906838030,1
1511614735023849477,1
1511724170979196932,1
1511795904281464837,1
1511891536321122304,1
1512407457653526540,1
1512770305214881792,1
1513240434889347079,1
1513303331279679494,1
1513975271073980419,1
1514310032703246339,1
1514627106604527618,1
1514958727484514305,1
1515095155182866432,1
1515125346999353345,1
1515223521907122176,1
1515231053182603270,1
1477150135478071300,1
1477940312664424451,1
1478113980472344584,1
1478831189289058306,1
1479163847672012802,1
1479579883638505478,1
1479694386950815747,1
1480224126761639938,1
1480811746055045121,1
1480932569931821072,1
1481079748826738688,1
1481328929914957830,1
1481345259456106499,1
1481393464751366145,1
1481395589799682050,1
1481415729362657286,1
1481612048186413056,1
1482346853840609282,1
1482899235150381061,1
1483501951841148935,1
1483620292102692865,1
1483846769763045379,1
1483866873380974603,1
1483922279151316994,1
1484526230649159684,1
1485029525914271745,1
1485039621222416386,1
1485414571921887232,1
1487530501187457033,1
1487595182195449866,1
1488577901872267269,1
1488618185439993865,1
1488984325848768513,1
1488991893027442695,1
1489327921873530882,1
1489531433538527237,1
1490359666139963401,1
1491019031016624128,1
1491205217655865344,1
1491241957024227331,1
1491243491099578370,1
1491297455236915201,1
1491383154812362753,1
1491898530784546829,1
1491928759880065025,1
1491982830322298880,1
1492805768394989573,1
1493822470373228544,1
1495058146812997643,1
1495431833688936450,1
1495435625012547587,1
1495714967613579270,1
1495816607863562247,1
1495956566100615175,1
1496308840517750787,1
1496530361924399113,1
1496615891710136324,1
1497100067588784149,1
1498704670780542976,1
1499482255902789632,1
1499930205565169671,1
1501592438082883591,1
1502260593893519364,1
1502388969862008838,1
1502445617129349126,1
1502586210992238597,1
1502683363429257217,1
1502722364789899272,1
1502740201092833282,1
1502942558988689409,1
1503332688404615170,1
1503774300800794624,1
1503864337491972098,1
1504424902681628678,1
1504638737141190659,1
1505170257119490053,1
1505428937157099520,1
1507296245773221888,1
1508068827707420679,1
1508148099474198537,1
1509229027231416329,1
1509722228912447492,1
1510286009048743940,1
1510289727861268483,1
1511199475670425604,1
1512067798914125836,1
1512251394564280321,1
1513149814485225477,1
1513161157862998019,1
1513236662154928130,1
1513601537049780240,1
1513996682429710343,1
1514215601023160326,1
1514770536496201732,1
1514978141021917185,1
1515049844271898628,1
1515068723790548999,1
1515072229255618564,1
1515076288255569920,1
1515261249734512641,1
1477756243141931011,1
1478415933215551490,1
1478745617983807491,1
1478754439087460359,1
1478818630729093121,1
1479188551053062151,1
1479832788056559622,1
1479886912785629197,1
1480283280415023104,1
1480348677852045313,1
1481312549727612930,1
1481666642958594049,1
1481720216019165194,1
1481823427401031680,1
1482046117500141571,1
1482060304355889152,1
1482482750858960899,1
1482711759286943750,1
1483382426286104577,1
1483570155296862212,1
1483870151959367681,1
1484410459562381313,1
1484643238019584002,1
1485261065348915203,1
1485417092757311491,1
1485564310147506176,1
1485604564296511490,1
1485688892976156681,1
1486764729301360641,1
1487304560829997062,1
1487395108752347144,1
1487451742296018944,1
1487908504065224709,1
1487913531890708481,1
1488195416780849152,1
1488361495905902593,1
1488484785911742468,1
1488682350498172930,1
1489664063743344649,1
1489670105768370177,1
1489676220363157508,1
1489695447971250177,1
1489701318650474500,1
1490696778190135298,1
1491039882617233408,1
1491414097820278786,1
1491483316326969347,1
1491509755810091010,1
1491781549603397635,1
1491812239128604676,1
1492040721850843142,1
1492101130788212741,1
