id,entity,type
1496979520259252224,europe,0
1498864447527567366,europe,0
1496799586236747782,europe,0
1488854758869942274,europe,0
1496877620608311305,europe,0
1502698485048655874,europe,0
1512817644252147712,europe,0
1514006724797153285,asia,0
1514706353113243654,europe,0
1508229345365606407,round_8,0
1500790881695289347,europe,0
1499937760383324163,europe,0
1503094847200243718,europe,0
1503094847200243718,nova,0
1498565210629709824,europe,0
1497062127953195012,europe,0
1501914535506198532,europe,0
1496160425318170628,europe,0
1480217824043937795,europe,0
1496409563532308485,asia,0
1496409563532308485,europe,0
1500256118152564737,europe,0
1514684925638856707,europe,0
1509532240358875140,balkan,0
1509532240358875140,europe,0
1481087302277476352,europe,0
1497008471958507529,europe,0
1504222961779331081,europe,0
1499092182338351109,europe,0
1487084762560966657,asia,0
1487084762560966657,europe,0
1507009380046163968,europe,0
1489941892288634884,europe,0
1485980548103299074,europe,0
1507069770050461698,europe,0
1495817022533521411,europe,0
1477318732598894600,europe,0
1501699373431992321,europe,0
1490758534111268866,asia,0
1490758534111268866,europe,0
1496596992239321096,europe,0
1495126133548929027,europe,0
1484484678103015428,europe,0
1491957694181302286,europe,0
1505805169950441475,europe,0
1498432887129092101,europe,0
1484385291339124737,asia,0
1484385291339124737,europe,0
1510296020936183816,europe,0
1505876936916357123,europe,0
1498347532279332876,europe,0
1481201186065760260,europe,0
1482813666076639234,europe,0
1504049940229668871,europe,0
1501577319667879937,europe,0
1491090731666137091,europe,0
1501311814197522440,europe,0
1491965229567197189,europe,0
1506065661130416141,europe,0
1488871083310780429,europe,0
1486353314258247689,europe,0
1496709121235693571,europe,0
1501150758951079943,europe,0
1488153879506305026,europe,0
1501192450140000265,europe,0
1497113981042892800,europe,0
1490334509631430666,europe,0
1486726991889895435,europe,0
1491064329935937551,europe,0
1497119203601571843,asia,0
1497119203601571843,europe,0
1496758231389319168,europe,0
1504019684009689091,europe,0
1499459625288187910,europe,0
1483529666082320388,europe,0
1506984660093575170,europe,0
1479048877131055109,asia,0
1479048877131055109,europe,0
1488301080530329602,bergen,0
1486296629229588483,asia,0
1486296629229588483,europe,0
1495377728517853190,asia,0
1495377728517853190,europe,0
1504736124790624270,europe,0
1480982867882790918,europe,0
1503730255382683650,asia,0
1498580079726809089,europe,0
1511087478211596294,europe,0
1501498052066136065,europe,0
1509621624332599297,europe,0
1513220030791565312,europe,0
1499040612342972420,europe,0
1484458286976016386,europe,0
1498810400338587652,europe,0
1504472735669399563,europe,0
1497173294520410113,europe,0
1483583759211536387,europe,0
1493925668349960196,europe,0
1490752240658915330,europe,0
1488067051914776579,europe,0
1511274452847411211,europe,0
1515235553582759937,europe,0
1504789794865492000,europe,0
1497642642796072961,europe,0
1495801784165666822,asia,0
1510647075112988675,asia,0
1485412058514472960,bergen,0
1495718713932324876,asia,0
1509968926360363029,europe,0
1492547820435517447,europe,0
1503418207436161025,europe,0
1498152755378196487,europe,0
1498427818727854091,europe,0
1501505631706038279,europe,0
1498577537705943040,europe,0
1506099615271211013,bergen,0
1499766547291725824,europe,0
1506254431578374147,europe,0
1494737263762329602,europe,0
1494269155754840066,europe,0
1483220362301169669,europe,0
1500863911905710081,europe,0
1507118969181769728,europe,0
1479410006361575427,europe,0
1498783908816723968,bergen,0
1513979530746212362,asia,0
1496029031527030784,europe,0
1486349485177507841,europe,0
1491026557066002434,europe,0
1511463772463976452,europe,0
1498270007243034626,asia,0
1513251738836426760,europe,0
1502199661305765894,europe,0
1489566930335899657,europe,0
1515418513959174155,europe,0
1503405611853258755,europe,0
1509912246595596293,europe,0
1490801298165440524,europe,0
1500662234145566720,europe,0
1500662234145566720,nova,0
1514372862068543488,europe,0
1490379787596087296,asia,0
1501903223329800193,europe,0
1514689987983429639,europe,0
1504823956242640896,europe,0
1501222465556656135,europe,0
1506571481475698690,europe,0
1501070210375294979,europe,0
1493169413910052867,europe,0
1501563496961654788,europe,0
1487060695602671622,europe,0
1515268812005851136,europe,0
1499323756245831682,asia,0
1499323756245831682,europe,0
1496646061871542272,europe,0
1493869863705747458,europe,0
1511793694420176898,europe,0
1485636069936795663,europe,0
1501135662661185541,europe,0
1514158977545814017,europe,0
1504836532770938882,europe,0
1514505765263974403,asia,0
1490684278488936450,europe,0
1491139796802347008,europe,0
1504087647773466627,europe,0
1507457319289860100,europe,0
1478543045809389569,europe,0
1502763885530648576,asia,0
1502763885530648576,europe,0
1502710182933106697,europe,0
1495428056097431557,europe,0
1510986820196130818,europe,0
1480868604891607050,europe,0
1482735992217948162,europe,0
1508027322447839234,europe,0
1505831640265895939,asia,0
1505831640265895939,europe,0
1507729256348012544,europe,0
1497923247421202432,europe,0
1486092793953062913,nova,0
1507429810087333891,europe,0
1495480899776954376,nova,0
1480903605758709770,europe,0
1498459285117976576,europe,0
1488848456798064647,asia,0
1500857578959609859,europe,0
1498666898392858624,europe,0
1499509941010374658,europe,0
1501666670162714627,europe,0
1491154951090933765,europe,0
1487084766109343750,asia,0
1487084766109343750,europe,0
1510937746264756229,europe,0
1490795034844798980,asia,0
1490795034844798980,europe,0
1508908175734751232,europe,0
1481375462190370818,europe,0
1499595533593284609,europe,0
1486067628573609988,asia,0
1499791843445329922,europe,0
1484073259721117697,europe,0
1513877761680678921,asia,0
1510628205031477250,europe,0
1506502517403889666,europe,0
1493555733731893253,asia,0
1493555733731893253,europe,0
1506118499483148291,europe,0
1495423269897490437,europe,0
1509938403718139906,europe,0
1480860812914966533,europe,0
1486077694601269254,asia,0
1486077694601269254,europe,0
1506911250374086659,europe,0
1508972341103013897,europe,0
1494783122034110464,europe,0
1512848172720312323,europe,0
1497312967821516801,asia,0
1497312967821516801,europe,0
1490727069969432587,europe,0
1496462387867697155,europe,0
1488769171743719424,asia,0
1488769171743719424,europe,0
1510390819186003971,europe,0
1510669727521288196,europe,0
1495497901728014348,europe,0
1482903023357763592,europe,0
1511599655829790720,europe,0
1491853751543640067,asia,0
1491853751543640067,europe,0
1480547515720212487,europe,0
1501120574889865218,europe,0
1489252449432920076,europe,0
1506699859386109963,europe,0
1514612700436852736,europe,0
1478478900367958019,europe,0
1481589368712224769,europe,0
1499920157342420992,europe,0
1500225919662895108,europe,0
1502268174888280066,europe,0
1481310055471398918,europe,0
1481113443893932032,europe,0
1486861597003952129,asia,0
1510299781708587012,europe,0
1493693791886266369,europe,0
1506420489987756040,europe,0
1506938916536004616,asia,0
1506938916536004616,europe,0
1484352599784525824,europe,0
1497236221076152340,asia,0
1497236221076152340,europe,0
1502056754200424458,asia,0
1502056754200424458,europe,0
1494235208127852545,europe,0
1478954533770440707,europe,0
1504004567826149377,europe,0
1501645263949250564,europe,0
1507313114580148260,europe,0
1496183086731735043,europe,0
1496349166288744450,europe,0
1483004941677518848,balkan,0
1483004941677518848,europe,0
1483004941677518848,nova,0
1493570840205697024,europe,0
1496938049871269888,europe,0
1489041907565031426,bergen,0
1487504591486951432,europe,0
1502172478868635653,europe,0
1514906411616059392,europe,0
1502305919044096001,europe,0
1512409949829279745,europe,0
1499927716031832067,europe,0
1481755486810779648,europe,0
1505937342489665538,asia,0
1506370156661989387,europe,0
1498834351278243841,europe,0
1490958631596171264,europe,0
1500218369265516545,europe,0
1507323944583548949,europe,0
1499152608577081344,europe,0
1508285259707736065,europe,0
1506622314707890178,asia,0
1498002523994607628,europe,0
1496765771506401280,asia,0
1496765771506401280,europe,0
1508390978738180100,europe,0
1513409527412047873,europe,0
1506672147980337152,europe,0
1512364237355634694,europe,0
1496651173562142725,europe,0
1505993933691756544,europe,0
1495752709319925764,europe,0
1498341488157208576,europe,0
1487473132961210381,asia,0
1487473132961210381,europe,0
1506201535931367424,asia,0
1506201535931367424,europe,0
1507057188090662924,europe,0
1489041639255339012,bergen,0
1484147467411148803,asia,0
1484147467411148803,europe,0
1514623270095507456,europe,0
1488059509356572673,asia,0
1504371989632458755,europe,0
1507537823527804930,europe,0
1499871071578869764,europe,0
1511750636794228741,europe,0
1491789082808127490,bergen,0
1507429815552552963,europe,0
1496781175633117193,europe,0
1507464862867156999,europe,0
1498851598122037252,europe,0
1488365259807154179,europe,0
1479471656246599680,europe,0
1505675560525217799,asia,0
1505675560525217799,europe,0
1488391689911914498,asia,0
1491801655712514056,europe,0
1507118964169535495,europe,0
1486715129727045641,europe,0
1513962697452359681,asia,0
1481706387499622400,europe,0
1503638405145673733,europe,0
1494675586161250310,europe,0
1497171785657331714,asia,0
1497171785657331714,europe,0
1483205018664804360,europe,0
1500689220863680512,europe,0
1505174805695410177,europe,0
1504613574081236993,europe,0
1498911766658568193,europe,0
1512339540488462340,europe,0
1486798727117475840,europe,0
1510289727861268483,europe,0
1503611991071629313,asia,0
1493541884945436675,europe,0
1506652880610205698,europe,0
1498281874787082240,asia,0
1498281874787082240,europe,0
1505801415536562177,europe,0
1509527219533750272,europe,0
1491305911356248064,europe,0
1514372867080736774,europe,0
1514846026812768256,europe,0
1497316532283756545,europe,0
1489592101809672195,europe,0
1489337942329991170,asia,0
1512411285803184137,europe,0
1499021778437431305,europe,0
1496927935542009868,europe,0
1477112378579894276,europe,0
1494421676561518594,europe,0
1506687227740495872,asia,0
1506687227740495872,europe,0
1509314539577384962,europe,0
1509872452674936837,asia,0
1481113734013665280,europe,0
1477389445871685639,asia,0
1483348489136447489,europe,0
1495993766456483847,europe,0
1495373033107771394,asia,0
1494016278834601985,europe,0
1509109956477431812,europe,0
1508170747440771086,europe,0
1509610278891098136,europe,0
1488868067098734598,europe,0
1504438718710624257,europe,0
1504193309970948102,europe,0
1499740469793898496,europe,0
1508061310726115329,europe,0
1510322434485927947,europe,0
1509139647082942474,asia,0
1496511960166379529,europe,0
1498269270530211843,europe,0
1499072311403634691,europe,0
1496463019559297024,europe,0
1511644952169795587,europe,0
1499014185413402626,asia,0
1499014185413402626,europe,0
1511793697926565892,europe,0
1480328615569108997,asia,0
1495830866995654657,europe,0
1478799747267895310,asia,0
1513517276506505224,europe,0
1493109767937699840,nova,0
1499005363974291461,europe,0
1485683074822197250,asia,0
1485683074822197250,europe,0
1493097128671199237,nova,0
1509676943255429122,nova,0
1484133643148742656,europe,0
1477850969618759685,asia,0
1514740305941118980,europe,0
1514810762153189376,europe,0
1513932503110897665,europe,0
1502293292947542024,nova,0
1493905505894506506,europe,0
1504914313051582464,bergen,0
1497986418865545222,europe,0
1500127345478443017,europe,0
1504812381939113985,europe,0
1498161080140500998,europe,0
1503857359889780738,europe,0
1485591742829191173,europe,0
1490581137055436801,europe,0
1513913546106621953,asia,0
1510766611124432901,europe,0
1484231790927790085,asia,0
1484231790927790085,europe,0
1497941931879452673,europe,0
1501014858929688582,europe,0
1491152371761754120,europe,0
1493207164210630659,europe,0
1494616216551497742,europe,0
1488995678646935569,bergen,0
1502298558510288901,asia,0
1502298558510288901,europe,0
1510416821568028675,europe,0
1488549236589355013,europe,0
1505250977938645001,europe,0
1508277739996000261,europe,0
1510390388368019461,asia,0
1510390388368019461,europe,0
1509727310710284296,europe,0
1507020707913510918,europe,0
1497060046408142853,europe,0
1496847389230972933,europe,0
1487640488010297345,europe,0
1488148573648834561,europe,0
1485980188756299781,europe,0
1489724225518772225,asia,0
1488213032647933958,europe,0
1498719292833124354,europe,0
1500818562805649418,europe,0
1489988454700175361,asia,0
1483412629645410308,europe,0
1491860801019428864,europe,0
1498849337417285634,europe,0
1481374195468619780,europe,0
1504774649388875776,europe,0
1505097763695984643,europe,0
1508855266200231941,europe,0
1481737844150444033,europe,0
1501987512214073349,europe,0
1512123064741466112,europe,0
1484603470695084036,europe,0
1489222177459163142,europe,0
1496720354907144194,europe,0
1499822022519668740,europe,0
1507414784886689792,balkan,0
1505647896527573004,europe,0
1479873059389640716,europe,0
1505300610383556611,europe,0
1486689230952742916,asia,0
1486689230952742916,europe,0
1511630073195024390,europe,0
1506334391869579265,europe,0
1482911812001857539,europe,0
1496869561039208452,europe,0
1513902796554256386,asia,0
1513192794873114625,europe,0
1496463007907520520,europe,0
1507547888649478147,europe,0
1506976388255039493,europe,0
1491438009367109635,asia,0
1505918429127229440,asia,0
1505918429127229440,europe,0
1502046665334833153,europe,0
1506429277767671809,europe,0
1490659135817494536,asia,0
1490659135817494536,europe,0
1490389843758698501,europe,0
1507221874710876162,round_8,0
1499418085605924877,europe,0
1505121967602556933,europe,0
1496111549009825797,europe,0
1496296264102821889,europe,0
1480947632700895237,europe,0
1503187739151372290,europe,0
1514315005029724161,europe,0
1504445219378499587,asia,0
1501113001646211077,europe,0
1481132340311175170,europe,0
1495462016533807110,europe,0
1486410822607937541,europe,0
1507050873846968328,europe,0
1492136408475222016,asia,0
1492136408475222016,europe,0
1496096509632385041,europe,0
1486906903514992644,europe,0
1480010192301527041,bergen,0
1503654715229458436,europe,0
1507771895290204171,europe,0
1509965094989754368,europe,0
1495036299169996801,europe,0
1496469975372083201,europe,0
1510006645828562951,europe,0
1497436297664897027,europe,0
1488381608709300227,europe,0
1493739429592244224,europe,0
1483569932940070918,europe,0
1477135051120852994,europe,0
1509564957741957121,europe,0
1477757872649998336,europe,0
1503738061787738115,europe,0
1506005256097841154,europe,0
1502230399959060484,europe,0
1496145313362546693,europe,0
1485900282592702467,europe,0
1497281523745181701,europe,0
1489247336442302468,europe,0
1509644249800794122,europe,0
1490300515741323266,asia,0
1498675709098799110,europe,0
1510280931826933773,europe,0
1503963046443638785,europe,0
1497614954198933512,europe,0
1511640885938868228,europe,0
1487534797496926208,asia,0
1487534797496926208,europe,0
1496502883134623746,europe,0
1485451060265492485,europe,0
1511237223496224769,europe,0
1480957698627805186,europe,0
1496826008410161153,europe,0
1504668964198174728,europe,0
1510688597573255176,europe,0
1500063606498549761,europe,0
1507311394869415937,europe,0
1503094700634525707,europe,0
1503094700634525707,nova,0
1491524849751187459,europe,0
1503476085459144707,europe,0
1497536952425455618,europe,0
1497651463149006860,europe,0
1497274004079583232,europe,0
1503781852708057096,europe,0
1508334071235162112,europe,0
1506267122137284616,europe,0
1497277497922228224,europe,0
1497187135035748357,europe,0
1504598497051435012,asia,0
1504598497051435012,europe,0
1495625498050895880,europe,0
1491889744023887887,europe,0
1498995318742040581,europe,0
1506654532977274892,europe,0
1503804489689710594,europe,0
1500916718381801480,europe,0
1498122810757160964,europe,0
1480324774291283972,europe,0
1497343162452434948,europe,0
1509367646059479046,europe,0
1513539924833849350,asia,0
1513539924833849350,europe,0
1503834694722408460,europe,0
1502177593067376642,europe,0
1501460289098854402,europe,0
1487084757771030529,asia,0
1487084757771030529,europe,0
1496077343114342400,europe,0
1498255630863323137,asia,0
1498255630863323137,europe,0
1507761663541452806,europe,0
1500509035082227718,europe,0
1504773486094528526,europe,0
1500248570770821123,europe,0
1496446763955376130,europe,0
1504872807007719435,europe,0
1495624340183953413,europe,0
1478113980472344584,europe,0
1498075503978323971,europe,0
1511935572008386560,europe,0
