id,entity,type
1478458728907214860,europe,0
1508609914771496962,europe,0
1480505974356070406,europe,0
1491444307122925575,asia,0
1507118971207577611,europe,0
1485257269378007040,asia,0
1485257269378007040,europe,0
1492318812078804992,europe,0
1506445649386037257,europe,0
1498304529145778181,europe,0
1496964419791859717,europe,0
1507800837967564807,europe,0
1498298385933164549,europe,0
1503725273136652288,europe,0
1500929620761325574,europe,0
1508859047210065923,europe,0
1477616930953605123,europe,0
1500105429635977220,europe,0
1477389963008393221,asia,0
1497027638950457344,europe,0
1496935485838708742,europe,0
1502026554209095683,europe,0
1511777030781734919,europe,0
1501271618957447172,europe,0
1497738273434882048,europe,0
1513607184017469454,europe,0
1506706775474675721,europe,0
1513989115003523075,asia,0
1485896753165520899,europe,0
1498435372946178060,europe,0
1481355416412078088,europe,0
1510824485531885571,europe,0
1496130197065711623,europe,0
1488116117151395841,europe,0
1512848727177842694,europe,0
1512844055939592193,europe,0
1497023560736555010,europe,0
1498874522866532354,europe,0
1498863200078635008,europe,0
1486685474035048452,europe,0
1498865712475033601,europe,0
1495594136887508993,europe,0
1510371511412178944,europe,0
1504057412814315523,europe,0
1487602734643752963,europe,0
1502751754764627990,europe,0
1512787445745696768,europe,0
1510210459177263105,europe,0
1481664889814929408,europe,0
1500587054647980035,europe,0
1501528278305284100,asia,0
1496666207495335948,europe,0
1508532646858694669,europe,0
1485628531983929359,asia,0
1508114946424459268,europe,0
1491602441330204675,europe,0
1482986063396327425,balkan,0
1482986063396327425,europe,0
1500531694583128071,europe,0
1511730470937141256,europe,0
1504740668815593472,europe,0
1477389723949838347,asia,0
1498870742053752834,asia,0
1498870742053752834,europe,0
1508625005449519107,europe,0
1505717483780640770,europe,0
1508323025162317826,asia,0
1493356904697020416,europe,0
1509844546242424838,europe,0
1503846049160605704,europe,0
1505196165486292994,europe,0
1483449108278960129,europe,0
1498504561656479749,europe,0
1506718123852013577,europe,0
1488497423714598912,asia,0
1478237270243164160,nova,0
1513303331279679494,europe,0
1502411559913541633,asia,0
1502411559913541633,europe,0
1511984678315646976,europe,0
1515019666321727496,europe,0
1498893396643139585,europe,0
1498447987433000965,europe,0
1501690588609003521,europe,0
1504291459075395584,europe,0
1496039589886185473,europe,0
1496511438759813128,asia,0
1507766841116082178,europe,0
1512092195574190081,asia,0
1513815464304070665,europe,0
1503868688671383552,europe,0
1515429841167921156,bergen,0
1497320521746239488,asia,0
1489759434578534411,europe,0
1495055598202851330,europe,0
1509900932359860239,europe,0
1498047813879574532,europe,0
1503095632411729925,europe,0
1503095632411729925,nova,0
1480539948163997703,europe,0
1491414097820278786,europe,0
1497290315610435586,europe,0
1492393546145484801,europe,0
1490754760223375362,asia,0
1490754760223375362,europe,0
1498440401543434244,europe,0
1494864321930833930,asia,0
1494864321930833930,europe,0
1503943157796544513,europe,0
1501845358934204420,europe,0
1504518011062996998,europe,0
1489413412916539393,europe,0
1514974359248678919,europe,0
1501572295982256129,europe,0
1497073229235638278,europe,0
1479445249529466881,asia,0
1479445249529466881,europe,0
1485824803093295104,asia,0
1485824803093295104,europe,0
1499120126171492354,europe,0
1502729930936881152,europe,0
1507778938793340932,europe,0
1490825234269810694,europe,0
1512422536851693570,europe,0
1504806099039444994,europe,0
1504407769637654534,asia,0
1504407769637654534,europe,0
1499567824100077573,europe,0
1483172286253387782,europe,0
1514264696190377987,europe,0
1497416153957908484,europe,0
1496916109194416131,europe,0
1488834603989229571,bergen,0
1506190216775839751,europe,0
1506748903118540814,europe,0
1500926780122832900,europe,0
1494633314145210372,europe,0
1478048542300246018,europe,0
1513870515919851520,asia,0
1484287145808441346,europe,0
1497967279962738697,europe,0
1501382275291918337,europe,0
1505655435449323520,europe,0
1501263744579502082,europe,0
1496824807169884165,europe,0
1491894828547903490,europe,0
1507532964795670531,round_8,0
1492880176417488898,europe,0
1501636461707288585,europe,0
1504925725660430338,europe,0
1487002562863804419,asia,0
1487002562863804419,europe,0
1505242724911435786,europe,0
1496839865148731400,europe,0
1496792946171322372,europe,0
1507429813824413698,europe,0
1508647677562601477,round_8,0
1496975775270121472,europe,0
1504691611489517582,europe,0
1498761273860890625,europe,0
1510931456159277061,asia,0
1487478165933076482,europe,0
1507522729490141188,europe,0
1514720168404041740,europe,0
1498868228516466693,europe,0
1500149439033397253,europe,0
1493887928145219589,europe,0
1488965488705163269,europe,0
1498898411784916996,europe,0
1483405077553557505,europe,0
1514635873861709831,europe,0
1513929097910571012,asia,0
1498859410017644547,europe,0
1480108353359646720,europe,0
1480937761188294662,europe,0
1512474117844385797,asia,0
1501867473192292356,europe,0
1510613118874959880,europe,0
1493914080784138241,europe,0
1495730042017570816,europe,0
1511452393258594316,europe,0
1506888567301283842,europe,0
1503835945505890304,europe,0
1506931341971140608,europe,0
1512510637322162186,europe,0
1489433588819021827,nova,0
1503317279571861508,asia,0
1503317279571861508,europe,0
1507360173001789440,europe,0
1502071870245552133,europe,0
1497086482863079430,europe,0
1485447304131878927,europe,0
1496749991024799744,europe,0
1497198475947163649,europe,0
1505208190828490755,asia,0
1505208190828490755,europe,0
1498296990333116420,europe,0
1499973005883150336,europe,0
1499827056204566538,europe,0
1504440183785238532,europe,0
1490052643204571149,europe,0
1483065351692824582,balkan,0
1483065351692824582,europe,0
1510893696069349378,asia,0
1492544062263644160,europe,0
1483947408384008199,bergen,0
1507725240675315716,europe,0
1498364951328706569,europe,0
1511056057556246529,europe,0
1507099964090036241,europe,0
1491245485918728196,asia,0
1491245485918728196,europe,0
1508474010232926215,europe,0
1484435610773434368,europe,0
1504072538313342978,asia,0
1505990159904518151,europe,0
1498315865862942723,europe,0
1513419095936544768,europe,0
1513693407905996803,asia,0
1513693407905996803,europe,0
1498820402549862400,europe,0
1512425048598093827,europe,0
1480017754455433220,europe,0
1492925329916186633,europe,0
1486409966932144134,europe,0
1493686581340909570,europe,0
1493622395709579265,nova,0
1504132944297873420,bergen,0
1490445239978504201,asia,0
1501452737657122835,europe,0
1512847847393218562,europe,0
1506263959271313408,europe,0
1482030587967946757,europe,0
1510405496662069249,europe,0
1488291020693508103,europe,0
1506095895577870341,europe,0
1503712640832573440,asia,0
1506012809196302336,bergen,0
1498888365801885696,europe,0
1510307351466762248,europe,0
1487084759369011203,asia,0
1487084759369011203,europe,0
1488572883043553283,europe,0
1514840976417820673,europe,0
1498169988821172230,europe,0
1510849652668653571,asia,0
1477097292289163268,europe,0
1496915379788079117,europe,0
1512082063964340226,europe,0
1484254486352875524,europe,0
1502894612284952577,europe,0
1480653391596556289,asia,0
1480653391596556289,europe,0
1502474470686179332,europe,0
1506601722898173952,europe,0
1504487833993572354,europe,0
1487084768743522313,asia,0
1487084768743522313,europe,0
1514710164095524867,bergen,0
1481332688120393736,europe,0
1496328982064766978,europe,0
1507050252326608897,europe,0
1486942150113861632,europe,0
1498765046406692872,europe,0
1506372677220671490,europe,0
1486448899162349575,europe,0
1496463022549778443,europe,0
1498900927654338560,europe,0
1507420838307454978,europe,0
1505237018674176001,europe,0
1500474212296843269,europe,0
1514539717169238016,europe,0
1493613590867283977,europe,0
1481268191603134466,europe,0
1499444619406422022,europe,0
1498835502664978437,europe,0
1486851536458326023,asia,0
1486851536458326023,europe,0
1512786724920995841,asia,0
1512445277701120004,europe,0
1510653595594727428,europe,0
1480600418644336642,nova,0
1504280120013557761,europe,0
1505884476638912512,europe,0
1501501837630918659,europe,0
1497240019383291905,europe,0
1504027223946313729,europe,0
1510681047121510400,europe,0
1482923142863630339,europe,0
1496922931477291012,europe,0
1511827603111522312,europe,0
1508907880019369987,europe,0
1479311852656025604,europe,0
1484918799925235713,europe,0
1509223973170597897,europe,0
1502385144891596803,europe,0
1508140564096684040,europe,0
1503851041305026571,asia,0
1503851041305026571,europe,0
1488510214664069120,europe,0
1505897028391481344,asia,0
1507307075868712981,europe,0
1513581422661050378,europe,0
1503848544284913665,europe,0
1484883566089617410,asia,0
1484883566089617410,europe,0
1494693214644801536,europe,0
1512528234101026820,europe,0
1512321854203219972,europe,0
1489962070766407683,nova,0
1498674498568167424,europe,0
1498380015213363208,europe,0
1497156934889320451,europe,0
1491505990570815491,asia,0
1491505990570815491,europe,0
1501203647027462147,europe,0
1506823137614344192,asia,0
1506798233833644039,europe,0
1508908169979961347,europe,0
1499704980147773443,europe,0
1505076628984053766,europe,0
1504476434043002899,asia,0
1504476434043002899,europe,0
1478200769887277056,europe,0
1505727157544366083,europe,0
1503808291150905345,europe,0
1502556520529244160,europe,0
1514664851385327619,europe,0
1498976461046353921,europe,0
1504744432847015940,europe,0
1482087675981144068,asia,0
1482087675981144068,europe,0
1495854171475656718,europe,0
1498815384069316608,europe,0
1488686141914112003,europe,0
1510260786945568769,asia,0
1510260786945568769,europe,0
1507315143646060547,europe,0
1497307970018893834,europe,0
1482653913711063041,europe,0
1514372863473729548,europe,0
1488923961694076933,europe,0
1497192171929231362,europe,0
1481974435313766407,balkan,0
1481974435313766407,europe,0
1496323952783810572,europe,0
1480771476152360961,europe,0
1498023151636205572,europe,0
1504287669274263559,europe,0
1514418176414691332,europe,0
1507092434936815621,europe,0
1500792137876652037,europe,0
1494522106549313536,europe,0
1490007364719755272,asia,0
1492030668456534049,nova,0
1491912887698403334,europe,0
1497041170739998744,europe,0
1513870108552220673,europe,0
1507333731903852560,europe,0
1484613038007369732,europe,0
1508885462944989194,europe,0
1483023848954122240,asia,0
1501482968396804097,europe,0
1500914196095066113,europe,0
1509164813578125313,europe,0
1513161157862998019,europe,0
1496788234156003328,europe,0
1504765829237387285,europe,0
1494801282674089987,europe,0
1480193924639694855,europe,0
1506035495364698113,europe,0
1515211145031950342,europe,0
1514242109288689666,nova,0
1497120891632824322,asia,0
1506412914948911105,europe,0
1501158561124073475,europe,0
1485958396947963915,europe,0
1507190565091385350,europe,0
1496486050482606087,europe,0
1497527000952717314,europe,0
1503581779130728453,europe,0
1479946021757198336,europe,0
1499350137310691332,asia,0
1495522729038069763,round_8,0
1489214620795604992,asia,0
1489214620795604992,europe,0
1509563684154130441,europe,0
1509032681992040448,europe,0
1505143316408582155,asia,0
1505143316408582155,europe,0
1513878711015194631,asia,0
1502630559188766735,asia,0
1502630559188766735,europe,0
1504302778541346819,europe,0
1487009272630329354,asia,0
1487009272630329354,europe,0
1492174630764920833,europe,0
1504442522386501633,europe,0
1495760281896693760,europe,0
1496575661326188544,europe,0
1514257202709676034,europe,0
1491882182578782212,europe,0
1496835020408852484,europe,0
1508914431048224772,europe,0
1509614072475832324,europe,0
1495956566100615175,europe,0
1483359780941012992,europe,0
1513919260262817798,asia,0
1498137908271849472,europe,0
1500994725209387013,europe,0
1496526541236449288,europe,0
1496686081651134464,europe,0
1508464013608431617,europe,0
1506108417605316610,europe,0
1503752918662582277,europe,0
1480602862002618382,europe,0
1495500392435789828,europe,0
1496424654290006016,asia,0
1514036678121426952,asia,0
1503820849706672133,europe,0
1504846417063460916,asia,0
1501550938435334152,europe,0
1497653954712326153,europe,0
1502748779761606659,europe,0
1497677872571600903,europe,0
1483806472937037824,europe,0
1508539456239906826,asia,0
1501630210374090759,asia,0
1501630210374090759,europe,0
1496354146961797122,europe,0
1481778142452846597,europe,0
1495161277932527624,europe,0
1496164145053511690,europe,0
1504433638359900160,europe,0
1495040493964644354,europe,0
1505177303558537220,europe,0
1496472419833462784,europe,0
1508193409718276103,europe,0
1515358120570204164,europe,0
1481208118176624640,europe,0
1496705464742158340,europe,0
1495855659316883456,europe,0
1496801958832791553,europe,0
1500652467264102403,europe,0
1485417092757311491,balkan,0
1486703061838057473,asia,0
1507349598611857414,europe,0
1504538080988041218,europe,0
1514040698860937216,europe,0
1478750690533064711,europe,0
1489267506397204485,europe,0
1510659024865447938,europe,0
1488185335263678465,europe,0
1486649868634533888,europe,0
1480220343713345538,europe,0
1489248592829157396,europe,0
1489217110337376256,europe,0
1503854839771586562,europe,0
1504241115460943877,europe,0
1495395338500329472,asia,0
1487059157215854595,europe,0
1494771266892533761,europe,0
1503167870762631169,round_8,0
1498817902023163907,europe,0
1498493273320665094,europe,0
1511010767616847883,asia,0
1511010767616847883,europe,0
1498488213626884104,europe,0
1515185759753543682,nova,0
1504042806284890112,europe,0
1489199246653931520,asia,0
1498614048774103040,europe,0
1498713447827226628,europe,0
1495979176314253316,europe,0
1509334701722456070,europe,0
1500879039652843524,europe,0
1509162303048097792,europe,0
1512123064741474310,asia,0
1498776355617525760,europe,0
1509179927760883721,europe,0
1496743100064342017,europe,0
1486073939294146564,asia,0
1513524799074619394,asia,0
1513524799074619394,europe,0
1504535568885157891,europe,0
1504535568885157891,nova,0
1509687016732123140,europe,0
1504891682604658691,europe,0
1505509471056977920,europe,0
1485653643282071562,europe,0
1482884140085166089,europe,0
1484639503558258688,asia,0
1511633833971572738,europe,0
1496810173368877057,europe,0
1511793701575696392,europe,0
1479613845379428353,europe,0
1499761614723166209,europe,0
1502237990512312323,europe,0
1485571859466928131,europe,0
1488467220510478337,asia,0
1488467220510478337,europe,0
