id,persons,organizations,locations
1509106092101574657,"['erdogan', 'kim']",['kremlin'],[]
1511652485974351876,[],[],[]
1478644976301101058,"['davis', 'johnson']",['exxon'],[]
1498066556240211978,[],[],[]
1497607423594536961,[],['kremlin'],[]
1498376245742026762,[],[],[]
1479895693904990212,[],[],[]
1497630066817253383,"['booster_fourth_covid_shot', 'covid-19']",[],[]
1493106061108252674,['marijuana'],[],[]
1496144025547587593,[],['kremlin'],[]
1497005964884688902,[],[],[]
1506935752470503424,[],[],[]
1482195858812805121,['joe'],[],[]
1493719279056924675,['castro'],[],[]
1507040815809499141,['kim'],[],[]
1511856348639727626,['bush'],[],[]
1482354391592181765,"['chris', 'craig', 'nelson', 'shoshana']",[],[]
1490359666139963401,"['jeff', 'taylor']",[],[]
1489457450801668097,['jan._15'],[],[]
1507568037381160963,"['hamilton', 'tim']",['lincoln'],[]
1502356195826450442,[],[],[]
1498577537705943040,[],[],['europe']
1506014050630750215,['judge_ketanji_brown_jackson'],[],[]
1492312525794332676,"['max', 'melinda']",[],[]
1489028380716683264,[],[],[]
1506099615271211013,['roksana'],"[""mcdonald'""]",['bergen']
